Step	Training Loss
3218	1.744000
3219	1.747100
3220	1.908700
3221	1.640200
3222	1.873400
3223	1.883600
3224	1.694200
3225	1.758000
3226	1.850400
3227	1.954400
3228	1.583500
3229	1.827900
3230	1.801100
3231	1.743200
3232	2.046500
3233	1.850800
3234	1.881100
3235	1.751800
3236	1.612600
3237	1.531800
3238	1.398900
3239	1.602000
3240	2.143600
3241	1.774300
3242	1.769800
3243	1.991700
3244	1.864000
3245	1.773600
3246	1.896800
3247	1.950900
3248	2.010000
3249	1.969100
3250	1.578200
3251	1.814200
3252	1.463500
3253	1.970900
3254	1.735000
3255	1.758400
3256	2.041100
3257	1.557100
3258	2.101400
3259	1.499300
3260	1.952900
3261	1.411500
3262	1.525800
3263	1.658000
3264	1.508400
3265	1.659800
3266	1.922000
3267	1.778500
3268	1.790200
3269	1.779300
3270	1.855600
3271	1.951800
3272	1.807700
3273	1.682300
3274	1.832100
3275	1.857200
3276	1.478700
3277	1.536700
3278	1.835500
3279	1.551900
3280	1.905000
3281	1.885600
3282	1.884000
3283	1.733300
3284	1.824300
3285	1.722500
3286	1.893400
3287	1.697400
3288	1.895100
3289	2.014400
3290	1.360300
3291	2.044900
3292	1.671300
3293	1.775200
3294	1.648900
3295	2.029900
3296	1.676800
3297	1.619000
3298	1.666200
3299	1.787100
3300	1.703100
3301	1.718600
3302	1.737700
3303	1.792400
3304	1.803500
3305	1.680300
3306	1.672500
3307	1.748200
3308	1.849800
3309	1.677400
3310	1.517900
3311	1.701900
3312	1.812500
3313	1.904000
3314	1.755600
3315	1.305500
3316	1.738100
3317	1.600400
3318	1.648700
3319	2.052600
3320	1.557900
3321	1.834800
3322	1.549200
3323	1.783100
3324	1.613500
3325	1.778600
3326	1.915700
3327	1.592900
3328	1.875200
3329	2.142200
3330	1.598900
3331	1.467100
3332	1.894100
3333	1.756900
3334	1.873900
3335	1.624800
3336	1.609300
3337	1.723400
3338	1.714000
3339	1.524000
3340	1.758700
3341	1.982700
3342	1.977400
3343	1.840300
3344	1.380100
3345	1.783300
3346	1.616600
3347	1.867500
3348	1.309900
3349	1.958400
3350	1.517900
3351	1.573400
3352	1.815700
3353	1.674200
3354	1.631700
3355	1.831700
3356	1.560400
3357	1.393200
3358	1.805700
3359	1.887800
3360	1.661700
3361	1.744100
3362	1.956900
3363	1.810000
3364	1.782900
3365	1.570700
3366	1.717500
3367	1.791500
3368	1.734600
3369	1.709300
3370	1.290900
3371	1.473000
3372	1.677600
3373	1.342300
3374	1.613000
3375	1.981700
3376	1.810900
3377	1.783900
3378	1.728500
3379	1.842900
3380	1.924700
3381	1.965000
3382	2.147700
3383	1.661300
3384	1.754600
3385	1.827700
3386	1.890000
3387	1.482400
3388	1.677200
3389	1.759500
3390	1.647600
3391	1.673000
3392	1.845800
3393	1.522200
3394	1.579400
3395	1.398600
3396	1.824000
3397	1.718300
3398	1.559200
3399	1.305700
3400	1.840500
3401	1.583800
3402	1.730800
3403	1.670300
3404	1.446700
3405	1.572600
3406	1.812400
3407	1.788600
3408	1.891000
3409	1.754800
3410	1.731000
3411	1.381900
3412	1.914700
3413	1.469200
3414	2.010100
3415	1.865400
3416	1.927100
3417	1.785900
3418	1.607300
3419	1.818700
3420	1.590100
3421	1.850000
3422	2.140300
3423	1.850100
3424	1.936100
3425	1.631700
3426	1.600400
3427	1.719200
3428	1.925400
3429	1.980600
3430	1.710900
3431	1.353000
3432	1.712100
3433	1.663800
3434	1.769200
3435	1.829900
3436	1.449100
3437	1.572000
3438	1.907700
3439	1.257300
3440	1.839800
3441	1.563500
3442	1.784500
3443	1.907600
3444	1.663300
3445	1.717500
3446	1.265700
3447	1.855500
3448	2.143200
3449	1.669300
3450	2.002000
3451	1.438600
3452	1.427000
3453	1.669400
3454	1.634300
3455	1.549700
3456	1.816000
3457	1.623100
3458	1.571900
3459	1.609400
3460	1.861300
3461	2.096300
3462	1.712300
3463	1.756400
3464	1.866800
3465	2.033800
3466	2.061200
3467	1.747600
3468	1.608800
3469	1.768200
3470	1.841100
3471	1.924900
3472	1.732300
3473	1.364500
3474	1.985500
3475	1.935200
3476	1.956300
3477	1.662600
3478	1.730200
3479	1.508600
3480	1.866800
3481	1.902300
3482	1.493700
3483	2.070300
3484	1.768900
3485	1.837000
3486	1.808400
3487	1.880400
3488	1.756300
3489	1.851000
3490	1.515800
3491	1.531600
3492	1.743500
3493	1.563000
3494	1.668500
3495	1.304700
3496	1.833600
3497	1.616700
3498	1.929400
3499	1.700100
3500	1.834500
3501	1.647500
3502	1.544500
3503	1.813300
3504	2.070600
3505	1.758500
3506	2.019000
3507	2.123700
3508	1.687900
3509	1.971800
3510	1.353900
3511	1.735300
3512	1.682600
3513	1.875700
3514	1.841900
3515	1.493000
3516	1.438500
3517	1.852500
3518	1.693000
3519	1.753300
3520	1.875700
3521	1.571200
3522	1.978900
3523	1.617500
3524	1.929900
3525	1.693800
3526	1.798600
3527	1.587800
3528	1.850600
3529	1.723400
3530	1.744600
3531	1.436400
3532	1.824500
3533	0.985800
3534	2.225200
3535	2.118000
3536	2.054800
3537	1.774500
3538	1.464800
3539	1.776800
3540	2.106100
3541	1.982500
3542	1.506300
3543	1.807500
3544	1.924400
3545	1.644200
3546	1.341200
3547	1.702700
3548	1.615500
3549	1.401900
3550	1.911800
3551	1.830300
3552	1.792300
3553	1.758000
3554	1.896800
3555	1.916400
3556	1.967400
3557	1.697600
3558	1.742000
3559	1.795500
3560	1.788100
3561	1.741800
3562	1.883000
3563	1.771800
3564	1.866300
3565	1.660500
3566	1.832300
3567	1.683300
3568	1.862300
3569	2.024300
3570	1.637700
3571	1.901400
3572	1.818900
3573	1.665400
3574	2.025500
3575	1.760100
3576	1.792200
3577	1.885000
3578	1.859700
3579	1.820700
3580	1.765000
3581	1.857500
3582	1.837600
3583	1.742000
3584	1.545100
3585	1.534800
3586	1.924600
3587	1.919800
3588	1.677300
3589	2.053400
3590	1.816900
3591	1.990700
3592	1.593900
3593	1.393300
3594	1.695500
3595	1.849200
3596	1.814600
3597	1.710600
3598	1.946000
3599	1.848100
3600	1.595100
3601	1.646600
3602	1.896700
3603	1.504600
3604	1.356700
3605	1.715600
3606	1.696900
3607	1.951900
3608	1.820400
3609	1.481000
3610	1.601700
3611	1.553100
3612	1.713400
3613	2.086000
3614	1.664000
3615	1.900200
3616	1.602300
3617	1.696600
3618	1.663000
3619	1.906100
3620	1.689100
3621	1.883100
3622	1.540700
3623	1.788000
3624	2.129200
3625	1.701400
3626	1.644900
3627	1.671100
3628	1.593000
3629	1.866800
3630	1.395600
3631	1.350400
3632	1.783000
3633	1.970600
3634	1.723300
3635	2.095600
3636	1.728500
3637	1.863500
3638	1.784500
3639	1.930600
3640	1.903300
3641	1.465100
3642	1.689800
3643	1.956600
3644	1.616100
3645	1.706000
3646	1.884700
3647	1.814400
3648	1.859200
3649	1.601700
3650	1.787000
3651	1.653600
3652	1.827100
3653	1.526100
3654	1.813700
3655	1.673400
3656	1.508300
3657	1.875000
3658	1.787600
3659	1.754900
3660	1.592400
3661	1.674900
3662	1.568700
3663	1.696800
3664	1.823800
3665	1.892100
3666	1.850000
3667	1.541900
3668	1.910100
3669	1.706500
3670	1.851000
3671	1.777200
3672	1.796100
3673	1.905500
3674	1.709300
3675	1.846300
3676	1.742100
3677	1.658100
3678	1.728200
3679	1.655600
3680	1.693000
3681	1.974300
3682	1.867600
3683	1.663600
3684	1.615500
3685	1.869100
3686	1.575600
3687	1.990500
3688	2.122300
3689	1.790800
3690	1.738500
3691	1.933500
3692	1.726100
3693	1.888700
3694	1.468400
3695	1.683600
3696	1.785400
3697	1.804800
3698	1.790800
3699	1.779300
3700	1.329000
3701	1.789200
3702	1.902700
3703	1.642600
3704	1.575900
3705	1.773900
3706	1.817900
3707	1.733000
3708	1.655700
3709	1.742300
3710	1.201700
3711	1.675600
3712	1.675000
3713	1.879300
3714	2.078100
3715	1.956100
3716	1.264100
3717	1.748400
3718	1.534300
3719	1.864400
3720	1.565300
3721	1.595800
3722	1.681200
3723	1.820400
3724	1.833500
3725	1.688000
3726	1.465900
3727	1.531500
3728	1.977900
3729	1.640000
3730	1.899700
3731	1.876700
3732	1.647900
3733	1.659100
3734	2.037400
3735	2.153100
3736	1.877800
3737	1.733800
3738	1.436400
3739	1.631100
3740	1.531600
3741	1.879800
3742	1.839600
3743	1.958300
3744	2.071300
3745	1.617300
3746	1.840500
3747	1.744800
3748	1.810200
3749	1.322400
3750	1.805300
3751	1.663100
3752	2.168100
3753	1.968000
3754	1.706300
3755	1.540100
3756	1.799700
3757	1.686900
3758	1.517700
3759	1.590100
3760	1.682900
3761	1.801900
3762	1.853700
3763	1.959500
3764	1.253300
3765	1.524600
3766	1.514500
3767	1.760000
3768	1.696600
3769	1.795600
3770	1.647000
3771	1.563000
3772	1.904700
3773	1.861300
3774	1.656800
3775	1.769900
3776	1.851100
3777	1.811300
3778	1.573800
3779	1.489000
3780	1.957100
3781	1.580700
3782	1.730700
3783	1.560200
3784	1.920600
3785	1.656200
3786	1.850200
3787	1.982700
3788	1.758700
3789	1.912700
3790	1.809700
3791	1.626800
3792	1.384900
3793	1.494000
3794	1.879300
3795	2.002300
3796	1.518000
3797	1.395600
3798	1.934700
3799	1.845800
3800	1.410700
3801	1.723400
3802	1.876100
3803	1.612000
3804	1.454800
3805	1.713700
3806	1.702500
3807	1.906900
3808	1.629600
3809	1.713000
3810	1.660400
3811	1.747700
3812	1.423400
3813	1.731900
3814	1.573700
3815	1.846900
3816	1.574600
3817	1.301400
3818	2.027800
3819	1.856800
3820	1.722700
3821	1.567900
3822	1.766100
3823	1.488200
3824	1.767100
3825	1.689200
3826	1.727600
3827	1.866500
3828	1.623600
3829	1.775400
3830	1.489400
3831	1.666100
3832	1.654200
3833	1.877300
3834	1.742900
3835	1.863700
3836	1.820600
3837	1.701100
3838	1.986900
3839	1.703500
3840	1.742800
3841	1.531500
3842	1.573900
3843	1.983000
3844	1.862900
3845	1.844900
3846	1.993600
3847	1.811600
3848	1.697300
3849	1.562200
3850	1.906000
3851	1.426800
3852	1.718900
3853	1.622400
3854	1.879300
3855	1.657900
3856	2.116300
3857	1.581300
3858	2.182000
3859	1.957800
3860	1.888000
3861	1.568200
3862	1.736900
3863	1.381500
3864	1.945300
3865	1.916000
3866	1.446200
3867	1.422000
3868	1.705800
3869	1.031000
3870	1.480400
3871	1.725700
3872	1.587300
3873	1.581600
3874	1.975900
3875	1.543200
3876	1.713900
3877	1.852600
3878	1.634000
3879	1.663000
3880	1.895100
3881	1.810800
3882	1.928000
3883	1.943200
3884	1.920000
3885	1.686200
3886	2.063200
3887	1.838900
3888	1.747400
3889	1.764100
3890	1.627900
3891	1.783400
3892	1.845000
3893	1.663200
3894	1.955600
3895	1.684200
3896	2.119400
3897	1.794700
3898	1.777700
3899	1.484600
3900	1.900200
3901	1.679000
3902	1.563000
3903	1.604600
3904	1.794500
3905	2.005700
3906	1.655700
3907	1.631800
3908	1.881800
3909	1.837400
3910	1.710500
3911	1.772400
3912	1.779300
3913	1.746700
3914	1.509000
3915	2.006200
3916	1.479900
3917	1.521300
3918	2.143700
3919	1.874400
3920	1.926900
3921	1.539500
3922	1.969400
3923	1.573800
3924	1.679100
3925	1.684800
3926	1.023600
3927	1.849700
3928	1.636300
3929	1.932100
3930	1.614500
3931	1.734800
3932	1.784700
3933	1.844200
3934	1.814500
3935	1.663200
3936	1.684500
3937	1.726900
3938	1.671600
3939	1.902300
3940	1.811800
3941	1.500900
3942	1.888000
3943	1.852500
3944	1.883200
3945	1.886000
3946	1.642400
3947	1.944100
3948	1.726400
3949	1.759100
3950	1.571900
3951	1.775100
3952	1.991500
3953	1.871600
3954	2.015800
3955	1.943900
3956	1.892900
3957	1.633400
3958	1.692200
3959	1.898000
3960	1.938400
3961	1.625100
3962	1.917800
3963	1.799400
3964	1.527400
3965	1.591200
3966	1.938000
3967	1.794700
3968	1.850100
3969	2.005900
3970	2.009900
3971	1.425500
3972	1.834700
3973	1.642400
3974	1.700900
3975	1.776200
3976	1.558300
3977	1.804800
3978	1.418400
3979	1.883500
3980	1.396800
3981	1.483100
3982	1.827600
3983	1.624200
3984	1.872900
3985	2.009000
3986	1.299400
3987	1.782300
3988	1.603800
3989	1.800400
3990	1.828200
3991	1.668700
3992	1.913300
3993	1.833500
3994	1.610900
3995	1.659800
3996	1.450400
3997	1.731800
3998	1.447900
3999	1.930900
4000	1.705700
4001	1.966000
4002	1.886600
4003	1.453800
4004	1.861700
4005	1.876900
4006	1.583500
4007	1.306900
4008	1.535500
4009	1.883900
4010	1.612800
4011	1.419300
4012	1.868400
4013	1.862000
4014	1.761400
4015	1.957600
4016	1.562600
4017	1.705000
4018	1.658200
4019	1.553900
4020	1.680800
4021	1.569200
4022	1.728300
4023	1.941700
4024	1.086300
4025	1.678000
4026	1.897600
4027	1.749500
4028	1.708000
4029	1.763800
4030	1.968600
4031	2.017400
4032	1.428800
4033	1.952600
4034	1.789000
4035	1.614800
4036	1.805200
4037	1.710600
4038	1.593000
4039	1.909900
4040	1.894400
4041	1.849100
4042	1.943300
4043	1.550600
4044	1.946600
4045	1.871200
4046	1.405600
4047	2.071100
4048	1.605400
4049	1.819700
4050	1.582700
4051	1.384800
4052	1.865800
4053	1.430500
4054	1.998800
4055	1.609900
4056	1.724800
4057	1.846800
4058	1.705100
4059	1.853800
4060	1.956500
4061	1.761200
4062	1.236700
4063	1.471600
4064	1.639400
4065	1.472500
4066	1.109000
4067	1.817100
4068	1.737000
4069	1.243300
4070	1.746000
4071	1.775900
4072	1.918600
4073	1.721500
4074	1.692800
4075	1.843000
4076	1.405000
4077	1.872200
4078	1.840800
4079	1.699900
4080	1.538900
4081	2.142200
4082	1.459800
4083	2.125500
4084	1.674700
4085	1.751600
4086	1.755700
4087	1.713400
4088	1.818700
4089	1.655100
4090	1.831800
4091	1.902600
4092	1.700000
4093	1.635000
4094	1.782500
4095	2.056400
4096	1.748800
4097	1.374700
4098	1.633900
4099	1.797600
4100	1.737900
4101	1.808100
4102	2.028500
4103	1.703500
4104	1.761400
4105	1.878200
4106	1.360600
4107	1.554400
4108	1.545800
4109	1.702300
4110	1.478000
4111	1.810600
4112	1.578400
4113	1.433400
4114	1.519500
4115	1.592400
4116	1.881500
4117	1.937300
4118	1.615300
4119	1.475000
4120	1.766000
4121	1.622100
4122	1.906500
4123	1.855300
4124	1.795400
4125	1.748800
4126	1.854900
4127	2.023900
4128	1.678200
4129	1.854700
4130	1.580600
4131	1.772900
4132	1.765400
4133	1.675800
4134	1.645500
4135	1.765400
4136	1.696500
4137	1.671600
4138	1.845500
4139	1.785200
4140	1.792700
4141	1.741700
4142	2.048600
4143	1.597500
4144	1.957300
4145	1.885700
4146	1.641600
4147	1.866500
4148	2.231500
4149	1.917000
4150	2.011700
4151	1.539800
4152	1.850400
4153	1.500000
4154	1.826800
4155	1.373000
4156	1.962000
4157	1.657200
4158	1.623200
4159	1.668700
4160	1.730800
4161	1.798100
4162	1.949800
4163	1.347300
4164	1.752600
4165	1.941800
4166	1.489200
4167	1.697400
4168	1.571600
4169	1.685100
4170	1.640100
4171	1.623100
4172	1.680900
4173	1.355200
4174	1.591200
4175	1.543700
4176	2.026200
4177	1.589400
4178	1.777200
4179	1.636300
4180	1.724700
4181	1.867600
4182	1.751600
4183	1.097600
4184	1.431100
4185	1.992700
4186	1.556700
4187	1.463000
4188	2.022200
4189	1.492400
4190	1.874300
4191	1.816000
4192	1.700500
4193	2.032300
4194	1.369300
4195	1.738700
4196	1.610900
4197	1.667600
4198	1.693700
4199	1.594400
4200	1.623100
4201	1.185700
4202	1.822700
4203	1.791900
4204	1.649200
4205	1.617100
4206	1.552400
4207	1.764500
4208	1.777700
4209	2.025000
4210	1.752800
4211	1.714400
4212	1.716600
4213	1.855200
4214	1.526100
4215	1.707500
4216	1.585800
4217	1.500700
4218	1.530500
4219	1.535500
4220	1.854300
4221	1.861700
4222	1.719400
4223	1.670600
4224	1.730500
4225	1.458200
4226	1.358600
4227	1.579000
4228	1.863800
4229	1.780400
4230	1.889700
4231	1.795400
4232	1.553400
4233	1.888000
4234	0.982300
4235	1.705900
4236	1.551700
4237	1.980500
4238	2.025400
4239	1.654600
4240	1.648700
4241	1.744200
4242	1.622400
4243	1.589200
4244	1.797800
4245	1.735200
4246	2.074100
4247	1.680100
4248	1.557700
4249	1.395100
4250	1.526600
4251	1.454300
4252	1.687600
4253	1.889600
4254	1.628600
4255	1.874100
4256	1.762500
4257	1.650500
4258	1.851700
4259	1.719300
4260	1.624200
4261	1.934200
4262	1.904000
4263	1.573800
4264	1.763200
4265	1.880100
4266	2.054900
4267	1.717200
4268	1.946400
4269	2.171800
4270	1.796400
4271	1.587800
4272	1.980900
4273	1.787700
4274	1.773400
4275	1.697000
4276	1.641200
4277	1.578800
4278	2.084400
4279	1.262800
4280	1.530300
4281	1.341000
4282	1.679100
4283	1.752000
4284	1.900900
4285	1.639900
4286	1.748000
4287	1.672600
4288	1.756200
4289	1.640200
4290	2.033700
4291	1.667400
4292	1.627400
4293	1.908700
4294	1.659700
4295	1.684900
4296	1.956500
4297	1.766800
4298	1.616100
4299	1.877800
4300	1.606400
4301	1.960700
4302	1.818800
4303	1.769300
4304	1.804400
4305	1.665500
4306	1.880900
4307	1.671500
4308	1.790400
4309	1.812800
4310	1.548500
4311	2.050600
4312	2.059100
4313	1.419700
4314	1.812300
4315	1.722500
4316	1.735100
4317	1.809400
4318	1.834500
4319	1.867200
4320	1.532100
4321	1.852200
4322	1.523000
4323	1.939400
4324	1.891100
4325	1.768700
4326	1.948300
4327	1.999600
4328	1.928200
4329	1.378500
4330	2.006300
4331	1.902400
4332	1.937300
4333	1.907000
4334	1.784300
4335	1.866500
4336	1.737500
4337	1.848500
4338	1.738300
4339	1.356000
4340	1.889400
4341	1.365100
4342	1.998900
4343	1.685100
4344	1.300300
4345	1.741600
4346	1.611800
4347	1.948100
4348	1.836300
4349	1.766800
4350	1.725800
4351	1.384200
4352	1.895800
4353	1.637900
4354	2.076600
4355	1.859800
4356	1.327100
4357	1.748300
4358	1.805300
4359	1.933500
4360	1.698300
4361	1.803100
4362	1.806100
4363	1.678400
4364	1.717300
4365	1.831800
4366	1.991400
4367	1.735700
4368	1.904600
4369	1.916500
4370	1.625700
4371	1.748300
4372	1.761900
4373	1.503000
4374	1.433400
4375	1.902400
4376	1.254900
4377	1.999300
4378	1.125400
4379	1.473300
4380	1.477500
4381	1.742400
4382	1.794300
4383	1.829200
4384	1.831900
4385	1.959000
4386	1.704200
4387	1.894800
4388	1.334000
4389	1.967600
4390	1.430800
4391	1.538400
4392	1.602600
4393	1.811300
4394	1.533900
4395	1.346300
4396	1.767500
4397	2.013200
4398	1.853600
4399	1.940900
4400	1.854000
4401	1.850100
4402	1.826700
4403	1.851500
4404	1.746400
4405	1.706000
4406	1.721400
4407	1.341300
4408	1.782000
4409	1.778000
4410	1.836700
4411	1.637900
4412	1.821900
4413	1.946600
4414	1.701700
4415	1.931500
4416	1.940800
4417	1.514200
4418	1.796400
4419	2.146700
4420	1.727400
4421	1.836100
4422	1.615100
4423	1.869600
4424	1.748300
4425	1.763700
4426	1.704900
4427	1.886300
4428	1.795700
4429	1.820400
4430	2.002600
4431	1.673500
4432	1.819000
4433	1.874700
4434	1.668100
4435	1.346200
4436	1.628900
4437	2.031800
4438	1.517400
4439	1.961800
4440	1.501000
4441	1.833800
4442	1.780500
4443	1.816000
4444	1.507700
4445	1.925300
4446	1.816500
4447	1.045200
4448	1.578300
4449	2.038000
4450	1.820100
4451	1.693000
4452	1.757900
4453	1.641200
4454	2.009000
4455	1.722600
4456	1.822800
4457	1.979700
4458	1.793500
4459	1.876900
4460	2.071300
4461	1.704700
4462	1.922400
4463	1.717700
4464	1.843600
4465	2.050300
4466	1.896500
4467	1.824200
4468	1.605000
4469	1.917800
4470	1.790600
4471	1.516300
4472	1.727600
4473	1.865100
4474	1.505700
4475	1.785500
4476	1.512100
4477	1.796600
4478	1.785800
4479	1.932400
4480	1.379900
4481	1.605800
4482	1.897800
4483	1.903900
4484	1.807900
4485	1.699700
4486	1.739300
4487	1.987200
4488	1.662500
4489	1.553100
4490	1.951400
4491	2.028700
4492	1.478300
4493	1.844200
4494	1.873500
4495	1.852200
4496	1.844200
4497	1.808900
4498	1.717500
4499	1.995800
4500	1.454400
4501	1.593700
4502	2.244300
4503	1.730600
4504	1.537500
4505	1.591400
4506	1.908900
4507	1.810900
4508	1.494700
4509	1.764400
4510	1.688100
4511	1.803300
4512	2.055500
4513	1.427600
4514	1.653600
4515	1.712600
4516	1.586300
4517	1.920300
4518	1.775800
4519	1.629600
4520	1.775800
4521	1.729300
4522	1.873800
4523	1.731100
4524	1.761200
4525	1.545800
4526	1.706900
4527	1.768600
4528	1.499300
4529	1.912200
4530	1.969400
4531	1.792800
4532	1.964500
4533	1.720900
4534	2.006100
4535	1.141500
4536	2.030100
4537	1.693200
4538	1.873800
4539	1.815300
4540	1.968900
4541	1.629400
4542	1.964100
4543	1.685400
4544	1.597100
4545	1.881300
4546	1.682600
4547	1.547500
4548	1.361800
4549	1.732000
4550	1.967200
4551	1.506500
4552	1.544100
4553	1.789300
4554	1.541700
4555	1.299600
4556	1.259300
4557	1.751100
4558	1.558000
4559	1.968200
4560	1.827100
4561	1.133700
4562	1.723700
4563	1.849900
4564	1.588200
4565	1.343600
4566	2.041300
4567	1.887300
4568	1.607700
4569	2.049100
4570	1.690200
4571	1.669000
4572	1.678000
4573	1.623100
4574	1.435200
4575	1.516400
4576	1.762800
4577	1.856000
4578	1.759400
4579	1.974200
4580	1.690800
4581	1.691600
4582	1.922500
4583	1.624600
4584	1.758600
4585	1.567800
4586	1.841800
4587	2.009800
4588	1.637400
4589	1.845400
4590	1.849300
4591	1.900300
4592	2.078800
4593	1.908500
4594	1.734000
4595	1.709400
4596	1.905900
4597	1.765300
4598	1.749600
4599	1.681400
4600	1.810800
4601	1.571100
4602	1.755300
4603	1.750700
4604	1.863100
4605	1.255200
4606	1.770700
4607	1.424400
4608	1.841400
4609	0.963400
4610	1.909000
4611	1.878000
4612	1.876400
4613	1.766700
4614	1.894400
4615	1.583600
4616	1.595500
4617	1.732900
4618	1.621100
4619	1.854900
4620	1.603900
4621	1.893500
4622	2.150700
4623	1.718400
4624	1.598100
4625	2.046700
4626	1.849600
4627	1.832100
4628	1.686900
4629	1.556100
4630	1.881500
4631	1.848900
4632	1.775600
4633	1.772600
4634	2.046200
4635	1.678300
4636	1.610800
4637	1.454700
4638	1.742000
4639	1.854500
4640	2.015100
4641	1.806100
4642	1.896200
4643	1.474800
4644	1.713500
4645	1.322600
4646	1.905200
4647	1.676700
4648	2.028100
4649	1.755300
4650	1.695300
4651	1.468600
4652	1.911700
4653	1.878700
4654	1.767400
4655	1.887100
4656	1.779100
4657	1.896300
4658	1.928300
4659	1.894800
4660	1.752300
4661	1.627400
4662	1.716500
4663	2.008300
4664	1.983500
4665	1.726200
4666	1.348600
4667	1.542000
4668	1.938300
4669	1.758400
4670	1.507300
4671	1.439100
4672	1.408800
4673	1.762500
4674	1.595400
4675	1.399400
4676	1.809400
4677	1.775300
4678	1.720100
4679	1.576600
4680	1.934800
4681	1.826900
4682	1.891100
4683	1.726700
4684	1.845500
4685	1.941600
4686	1.526200
4687	1.609200
4688	1.610100
4689	1.367200
4690	1.609100
4691	2.003500
4692	1.888000
4693	1.788500
4694	1.620000
4695	1.591100
4696	2.097500
4697	1.550800
4698	1.486300
4699	1.876100
4700	1.881800
4701	1.901700
4702	1.664700
4703	1.845700
4704	1.471100
4705	2.067300
4706	1.583100
4707	1.727100
4708	1.802600
4709	2.069100
4710	1.751400
4711	2.035600
4712	1.527200
4713	1.861000
4714	1.188500
4715	1.450900
4716	1.783100
4717	1.419900
4718	1.896100
4719	1.587500
4720	1.981900
4721	1.762600
4722	1.635500
4723	1.679800
4724	1.575000
4725	2.027900
4726	1.566600
4727	1.752700
4728	0.966700
4729	1.806600
4730	2.065200
4731	1.251800
4732	1.890200
4733	1.749200
4734	1.439500
4735	1.718700
4736	1.747100
4737	1.915300
4738	1.974700
4739	1.720400
4740	1.388800
4741	1.928800
4742	1.813600
4743	2.128100
4744	1.875000
4745	1.087800
4746	1.932500
4747	1.414200
4748	1.535500
4749	1.511300
4750	1.464400
4751	1.723700
4752	1.881900
4753	1.793200
4754	1.734300
4755	1.895900
4756	1.717200
4757	1.909100
4758	1.636600
4759	1.686600
4760	2.103600
4761	1.858600
4762	1.877700
4763	1.455500
4764	1.876500
4765	1.427000
4766	1.645900
4767	1.845100
4768	1.759200
4769	1.988500
4770	1.761100
4771	1.847200
4772	1.419200
4773	1.464700
4774	1.714000
4775	1.787700
4776	1.761700
4777	1.881200
4778	1.475300
4779	1.398200
4780	1.850300
4781	1.772900
4782	1.835900
4783	1.745000
4784	1.643500
4785	2.049600
4786	1.826500
4787	1.690100
4788	1.748500
4789	1.893400
4790	1.565100
4791	1.450600
4792	1.223100
4793	1.656400
4794	1.993200
4795	1.857800
4796	1.927400
4797	1.888700
4798	1.716100
4799	1.926500
4800	1.759500
4801	1.827800
4802	1.861600
4803	1.979300
4804	1.804600
4805	1.793900
4806	1.531800
4807	1.742200
4808	1.517500
4809	1.616500
4810	1.930000
4811	2.071800
4812	1.562700
4813	1.905900
4814	2.014500
4815	1.784500
4816	1.965000
4817	1.637400
4818	1.928400
4819	1.709900
4820	2.015800
4821	1.792400
4822	1.832300
4823	1.718600
4824	2.041300
4825	2.015900
4826	1.777100
4827	1.700900
4828	1.440900
4829	1.472200
4830	1.776700
4831	1.829800
4832	1.999800
4833	1.746900
4834	1.569200
4835	1.725000
4836	2.165400
4837	2.024100
4838	1.823800
4839	1.828500
4840	2.010700
4841	1.863200
4842	1.694300
4843	1.620600
4844	1.938400
4845	1.967100
4846	2.052300
4847	1.533000
4848	1.888600
4849	2.006800
4850	1.927400
4851	1.685100
4852	1.938900
4853	1.641100
4854	2.063500
4855	1.615700
4856	1.750700
4857	1.836400
4858	1.799300
4859	1.443200
4860	1.388400
4861	1.640500
4862	1.807800
4863	1.730400
4864	1.787600
4865	1.545400
4866	1.998500
4867	1.685400
4868	1.800400
4869	1.951500
4870	1.872600
4871	1.677500
4872	1.655400
4873	1.767100
4874	1.574900
4875	1.962500
4876	1.626100
4877	1.888700
4878	1.666900
4879	1.896300
4880	1.677800
4881	1.836600
4882	1.412900
4883	1.966200
4884	1.887600
4885	1.460500
4886	1.825600
4887	1.723400
4888	1.692100
4889	1.974000
4890	1.680900
4891	2.190500
4892	1.873100
4893	1.615300
4894	1.772800
4895	1.595100
4896	2.009600
4897	1.908300
4898	1.690400
4899	1.679900
4900	1.951200
4901	1.431800
4902	1.793800
4903	1.310600
4904	1.409400
4905	1.816700
4906	1.946500
4907	1.448200
4908	1.500700
4909	1.684200
4910	1.892900
4911	1.684700
4912	1.804800
4913	1.873200
4914	1.282700
4915	1.431300
4916	1.785200
4917	1.642100
4918	1.661900
4919	1.735000
4920	1.520500
4921	1.571500
4922	1.906100
4923	1.991100
4924	1.594000
4925	1.771900
4926	1.992000
4927	1.570200
4928	1.341200
4929	1.569000
4930	1.185800
4931	1.899200
4932	1.934100
4933	1.790100
4934	2.044600
4935	1.755300
4936	1.924200
4937	1.996400
4938	2.004800
4939	1.610700
4940	1.856400
4941	1.630500
4942	1.540500
4943	1.974800
4944	1.644900
4945	1.817000
4946	1.599900
4947	1.637700
4948	1.675200
4949	1.827600
4950	1.856500
4951	1.521600
4952	1.911500
4953	1.579500
4954	1.769800
4955	1.716000
4956	1.825700
4957	1.871500
4958	1.713800
4959	1.771300
4960	2.009100
4961	2.090400
4962	1.846600
4963	1.895500
4964	1.671500
4965	2.021500
